ranking,school,conference,conference_long,season,gender,league,division,rank_type,school_vm
74,Tulsa,AAC,American Athletic,2014,women,NCAA,D1,Pablo,University of Tulsa
78,Tulsa,AAC,American Athletic,2013,women,NCAA,D1,Pablo,University of Tulsa
88,Tulsa,AAC,American Athletic,2007,women,NCAA,D1,Pablo,University of Tulsa
96,Tulsa,AAC,American Athletic,2006,women,NCAA,D1,Pablo,University of Tulsa
103,Tulsa,AAC,American Athletic,2018,women,NCAA,D1,Pablo,University of Tulsa
109,Tulsa,AAC,American Athletic,2019,women,NCAA,D1,Pablo,University of Tulsa
116,Tulsa,AAC,American Athletic,2004,women,NCAA,D1,Pablo,University of Tulsa
117,Tulsa,AAC,American Athletic,2005,women,NCAA,D1,Pablo,University of Tulsa
119,Tulsa,AAC,American Athletic,2008,women,NCAA,D1,Pablo,University of Tulsa
131,Tulsa,AAC,American Athletic,2016,women,NCAA,D1,Pablo,University of Tulsa
133,Tulsa,AAC,American Athletic,2000,women,NCAA,D1,Pablo,University of Tulsa
138,Tulsa,AAC,American Athletic,2015,women,NCAA,D1,Pablo,University of Tulsa
152,Tulsa,AAC,American Athletic,2017,women,NCAA,D1,Pablo,University of Tulsa
159,Tulsa,AAC,American Athletic,2003,women,NCAA,D1,Pablo,University of Tulsa
182,Tulsa,AAC,American Athletic,2021,women,NCAA,D1,Pablo,University of Tulsa
183,Tulsa,AAC,American Athletic,2002,women,NCAA,D1,Pablo,University of Tulsa
183,Tulsa,AAC,American Athletic,2022,women,NCAA,D1,Pablo,University of Tulsa
186,Tulsa,AAC,American Athletic,1999,women,NCAA,D1,Pablo,University of Tulsa
201,Tulsa,AAC,American Athletic,2001,women,NCAA,D1,Pablo,University of Tulsa
,Tulsa,AAC,American Athletic,2020,women,NCAA,D1,Pablo,University of Tulsa
20,UCF,AAC,American Athletic,2022,women,NCAA,D1,Pablo,University of Central Florida
26,UCF,AAC,American Athletic,2021,women,NCAA,D1,Pablo,University of Central Florida
28,UCF,AAC,American Athletic,2019,women,NCAA,D1,Pablo,University of Central Florida
34,UCF,AAC,American Athletic,2018,women,NCAA,D1,Pablo,University of Central Florida
44,UCF,AAC,American Athletic,2014,women,NCAA,D1,Pablo,University of Central Florida
74,UCF,AAC,American Athletic,2011,women,NCAA,D1,Pablo,University of Central Florida
81,UCF,AAC,American Athletic,2012,women,NCAA,D1,Pablo,University of Central Florida
84,UCF,AAC,American Athletic,2003,women,NCAA,D1,Pablo,University of Central Florida
87,UCF,AAC,American Athletic,2017,women,NCAA,D1,Pablo,University of Central Florida
110,UCF,AAC,American Athletic,2016,women,NCAA,D1,Pablo,University of Central Florida
115,UCF,AAC,American Athletic,2001,women,NCAA,D1,Pablo,University of Central Florida
121,UCF,AAC,American Athletic,2002,women,NCAA,D1,Pablo,University of Central Florida
122,UCF,AAC,American Athletic,2010,women,NCAA,D1,Pablo,University of Central Florida
132,UCF,AAC,American Athletic,2013,women,NCAA,D1,Pablo,University of Central Florida
144,UCF,AAC,American Athletic,2015,women,NCAA,D1,Pablo,University of Central Florida
147,UCF,AAC,American Athletic,2000,women,NCAA,D1,Pablo,University of Central Florida
147,UCF,AAC,American Athletic,2009,women,NCAA,D1,Pablo,University of Central Florida
153,UCF,AAC,American Athletic,1999,women,NCAA,D1,Pablo,University of Central Florida
169,UCF,AAC,American Athletic,2008,women,NCAA,D1,Pablo,University of Central Florida
172,UCF,AAC,American Athletic,2005,women,NCAA,D1,Pablo,University of Central Florida
244,UCF,AAC,American Athletic,2004,women,NCAA,D1,Pablo,University of Central Florida
246,UCF,AAC,American Athletic,2007,women,NCAA,D1,Pablo,University of Central Florida
249,UCF,AAC,American Athletic,2006,women,NCAA,D1,Pablo,University of Central Florida
,UCF,AAC,American Athletic,2020,women,NCAA,D1,Pablo,University of Central Florida
69,UConn,AAC,American Athletic,2000,women,NCAA,D1,Pablo,University of Connecticut
91,UConn,AAC,American Athletic,2022,women,NCAA,D1,Pablo,University of Connecticut
96,UConn,AAC,American Athletic,2001,women,NCAA,D1,Pablo,University of Connecticut
96,UConn,AAC,American Athletic,2008,women,NCAA,D1,Pablo,University of Connecticut
100,UConn,AAC,American Athletic,2007,women,NCAA,D1,Pablo,University of Connecticut
109,UConn,AAC,American Athletic,2005,women,NCAA,D1,Pablo,University of Connecticut
110,UConn,AAC,American Athletic,2021,women,NCAA,D1,Pablo,University of Connecticut
111,UConn,AAC,American Athletic,2006,women,NCAA,D1,Pablo,University of Connecticut
126,UConn,AAC,American Athletic,2002,women,NCAA,D1,Pablo,University of Connecticut
127,UConn,AAC,American Athletic,1999,women,NCAA,D1,Pablo,University of Connecticut
130,UConn,AAC,American Athletic,2012,women,NCAA,D1,Pablo,University of Connecticut
137,UConn,AAC,American Athletic,2003,women,NCAA,D1,Pablo,University of Connecticut
140,UConn,AAC,American Athletic,2016,women,NCAA,D1,Pablo,University of Connecticut
141,UConn,AAC,American Athletic,2004,women,NCAA,D1,Pablo,University of Connecticut
153,UConn,AAC,American Athletic,2015,women,NCAA,D1,Pablo,University of Connecticut
162,UConn,AAC,American Athletic,2009,women,NCAA,D1,Pablo,University of Connecticut
168,UConn,AAC,American Athletic,2018,women,NCAA,D1,Pablo,University of Connecticut
177,UConn,AAC,American Athletic,2011,women,NCAA,D1,Pablo,University of Connecticut
186,UConn,AAC,American Athletic,2019,women,NCAA,D1,Pablo,University of Connecticut
187,UConn,AAC,American Athletic,2013,women,NCAA,D1,Pablo,University of Connecticut
195,UConn,AAC,American Athletic,2014,women,NCAA,D1,Pablo,University of Connecticut
196,UConn,AAC,American Athletic,2010,women,NCAA,D1,Pablo,University of Connecticut
196,UConn,AAC,American Athletic,2017,women,NCAA,D1,Pablo,University of Connecticut
,UConn,AAC,American Athletic,2020,women,NCAA,D1,Pablo,University of Connecticut
12,USF,AAC,American Athletic,2002,women,NCAA,D1,Pablo,University of South Florida
48,USF,AAC,American Athletic,2000,women,NCAA,D1,Pablo,University of South Florida
57,USF,AAC,American Athletic,2001,women,NCAA,D1,Pablo,University of South Florida
89,USF,AAC,American Athletic,2007,women,NCAA,D1,Pablo,University of South Florida
105,USF,AAC,American Athletic,2009,women,NCAA,D1,Pablo,University of South Florida
118,USF,AAC,American Athletic,2016,women,NCAA,D1,Pablo,University of South Florida
131,USF,AAC,American Athletic,2003,women,NCAA,D1,Pablo,University of South Florida
134,USF,AAC,American Athletic,1999,women,NCAA,D1,Pablo,University of South Florida
134,USF,AAC,American Athletic,2012,women,NCAA,D1,Pablo,University of South Florida
141,USF,AAC,American Athletic,2013,women,NCAA,D1,Pablo,University of South Florida
144,USF,AAC,American Athletic,2018,women,NCAA,D1,Pablo,University of South Florida
150,USF,AAC,American Athletic,2008,women,NCAA,D1,Pablo,University of South Florida
154,USF,AAC,American Athletic,2011,women,NCAA,D1,Pablo,University of South Florida
154,USF,AAC,American Athletic,2014,women,NCAA,D1,Pablo,University of South Florida
162,USF,AAC,American Athletic,2015,women,NCAA,D1,Pablo,University of South Florida
181,USF,AAC,American Athletic,2006,women,NCAA,D1,Pablo,University of South Florida
193,USF,AAC,American Athletic,2004,women,NCAA,D1,Pablo,University of South Florida
193,USF,AAC,American Athletic,2017,women,NCAA,D1,Pablo,University of South Florida
199,USF,AAC,American Athletic,2005,women,NCAA,D1,Pablo,University of South Florida
203,USF,AAC,American Athletic,2019,women,NCAA,D1,Pablo,University of South Florida
204,USF,AAC,American Athletic,2022,women,NCAA,D1,Pablo,University of South Florida
214,USF,AAC,American Athletic,2010,women,NCAA,D1,Pablo,University of South Florida
234,USF,AAC,American Athletic,2021,women,NCAA,D1,Pablo,University of South Florida
,USF,AAC,American Athletic,2020,women,NCAA,D1,Pablo,University of South Florida
18,Wichita State,AAC,American Athletic,2004,women,NCAA,D1,Pablo,Wichita State University
23,Wichita State,AAC,American Athletic,2017,women,NCAA,D1,Pablo,Wichita State University
24,Wichita State,AAC,American Athletic,2005,women,NCAA,D1,Pablo,Wichita State University
24,Wichita State,AAC,American Athletic,2008,women,NCAA,D1,Pablo,Wichita State University
28,Wichita State,AAC,American Athletic,2009,women,NCAA,D1,Pablo,Wichita State University
28,Wichita State,AAC,American Athletic,2012,women,NCAA,D1,Pablo,Wichita State University
29,Wichita State,AAC,American Athletic,2016,women,NCAA,D1,Pablo,Wichita State University
33,Wichita State,AAC,American Athletic,2007,women,NCAA,D1,Pablo,Wichita State University
35,Wichita State,AAC,American Athletic,2013,women,NCAA,D1,Pablo,Wichita State University
37,Wichita State,AAC,American Athletic,2015,women,NCAA,D1,Pablo,Wichita State University
52,Wichita State,AAC,American Athletic,2006,women,NCAA,D1,Pablo,Wichita State University
52,Wichita State,AAC,American Athletic,2010,women,NCAA,D1,Pablo,Wichita State University
54,Wichita State,AAC,American Athletic,2011,women,NCAA,D1,Pablo,Wichita State University
63,Wichita State,AAC,American Athletic,2003,women,NCAA,D1,Pablo,Wichita State University
72,Wichita State,AAC,American Athletic,2014,women,NCAA,D1,Pablo,Wichita State University
80,Wichita State,AAC,American Athletic,2002,women,NCAA,D1,Pablo,Wichita State University
88,Wichita State,AAC,American Athletic,2022,women,NCAA,D1,Pablo,Wichita State University
96,Wichita State,AAC,American Athletic,2021,women,NCAA,D1,Pablo,Wichita State University
109,Wichita State,AAC,American Athletic,2018,women,NCAA,D1,Pablo,Wichita State University
120,Wichita State,AAC,American Athletic,2019,women,NCAA,D1,Pablo,Wichita State University
148,Wichita State,AAC,American Athletic,2001,women,NCAA,D1,Pablo,Wichita State University
153,Wichita State,AAC,American Athletic,2000,women,NCAA,D1,Pablo,Wichita State University
156,Wichita State,AAC,American Athletic,1999,women,NCAA,D1,Pablo,Wichita State University
,Wichita State,AAC,American Athletic,2020,women,NCAA,D1,Pablo,Wichita State University
89,Davidson,A10,Atlantic 10,1999,women,NCAA,D1,Pablo,Davidson College
131,Davidson,A10,Atlantic 10,2022,women,NCAA,D1,RPI,Davidson College
140,Davidson,A10,Atlantic 10,2022,women,NCAA,D1,Pablo,Davidson College
155,Davidson,A10,Atlantic 10,2000,women,NCAA,D1,Pablo,Davidson College
174,Davidson,A10,Atlantic 10,2002,women,NCAA,D1,Pablo,Davidson College
194,Davidson,A10,Atlantic 10,2001,women,NCAA,D1,Pablo,Davidson College
211,Davidson,A10,Atlantic 10,2003,women,NCAA,D1,Pablo,Davidson College
212,Davidson,A10,Atlantic 10,2005,women,NCAA,D1,Pablo,Davidson College
216,Davidson,A10,Atlantic 10,2013,women,NCAA,D1,Pablo,Davidson College
217,Davidson,A10,Atlantic 10,2021,women,NCAA,D1,Pablo,Davidson College
227,Davidson,A10,Atlantic 10,2012,women,NCAA,D1,Pablo,Davidson College
232,Davidson,A10,Atlantic 10,2006,women,NCAA,D1,Pablo,Davidson College
234,Davidson,A10,Atlantic 10,2015,women,NCAA,D1,Pablo,Davidson College
235,Davidson,A10,Atlantic 10,2007,women,NCAA,D1,Pablo,Davidson College
236,Davidson,A10,Atlantic 10,2011,women,NCAA,D1,Pablo,Davidson College
237,Davidson,A10,Atlantic 10,2016,women,NCAA,D1,Pablo,Davidson College
238,Davidson,A10,Atlantic 10,2018,women,NCAA,D1,Pablo,Davidson College
250,Davidson,A10,Atlantic 10,2017,women,NCAA,D1,Pablo,Davidson College
251,Davidson,A10,Atlantic 10,2004,women,NCAA,D1,Pablo,Davidson College
254,Davidson,A10,Atlantic 10,2019,women,NCAA,D1,Pablo,Davidson College
256,Davidson,A10,Atlantic 10,2008,women,NCAA,D1,Pablo,Davidson College
263,Davidson,A10,Atlantic 10,2010,women,NCAA,D1,Pablo,Davidson College
269,Davidson,A10,Atlantic 10,2009,women,NCAA,D1,Pablo,Davidson College
286,Davidson,A10,Atlantic 10,2014,women,NCAA,D1,Pablo,Davidson College
,Davidson,A10,Atlantic 10,2020,women,NCAA,D1,Pablo,Davidson College
16,Dayton,A10,Atlantic 10,2010,women,NCAA,D1,Pablo,University of Dayton
23,Dayton,A10,Atlantic 10,2012,women,NCAA,D1,Pablo,University of Dayton
33,Dayton,A10,Atlantic 10,2009,women,NCAA,D1,Pablo,University of Dayton
36,Dayton,A10,Atlantic 10,2011,women,NCAA,D1,Pablo,University of Dayton
37,Dayton,A10,Atlantic 10,2007,women,NCAA,D1,Pablo,University of Dayton
41,Dayton,A10,Atlantic 10,2003,women,NCAA,D1,Pablo,University of Dayton
43,Dayton,A10,Atlantic 10,2015,women,NCAA,D1,Pablo,University of Dayton
47,Dayton,A10,Atlantic 10,2019,women,NCAA,D1,Pablo,University of Dayton
50,Dayton,A10,Atlantic 10,2017,women,NCAA,D1,Pablo,University of Dayton
55,Dayton,A10,Atlantic 10,2016,women,NCAA,D1,Pablo,University of Dayton
56,Dayton,A10,Atlantic 10,2014,women,NCAA,D1,Pablo,University of Dayton
63,Dayton,A10,Atlantic 10,2005,women,NCAA,D1,Pablo,University of Dayton
64,Dayton,A10,Atlantic 10,2021,women,NCAA,D1,Pablo,University of Dayton
65,Dayton,A10,Atlantic 10,2018,women,NCAA,D1,Pablo,University of Dayton
73,Dayton,A10,Atlantic 10,2002,women,NCAA,D1,Pablo,University of Dayton
73,Dayton,A10,Atlantic 10,2004,women,NCAA,D1,Pablo,University of Dayton
78,Dayton,A10,Atlantic 10,2006,women,NCAA,D1,Pablo,University of Dayton
81,Dayton,A10,Atlantic 10,2001,women,NCAA,D1,Pablo,University of Dayton
82,Dayton,A10,Atlantic 10,1999,women,NCAA,D1,Pablo,University of Dayton
85,Dayton,A10,Atlantic 10,2000,women,NCAA,D1,Pablo,University of Dayton
87,Dayton,A10,Atlantic 10,2008,women,NCAA,D1,Pablo,University of Dayton
104,Dayton,A10,Atlantic 10,2013,women,NCAA,D1,Pablo,University of Dayton
117,Dayton,A10,Atlantic 10,2022,women,NCAA,D1,RPI,University of Dayton
127,Dayton,A10,Atlantic 10,2022,women,NCAA,D1,Pablo,University of Dayton
,Dayton,A10,Atlantic 10,2020,women,NCAA,D1,Pablo,University of Dayton
104,Duquesne,A10,Atlantic 10,2013,women,NCAA,D1,Pablo,Duquesne University
107,Duquesne,A10,Atlantic 10,2001,women,NCAA,D1,Pablo,Duquesne University
138,Duquesne,A10,Atlantic 10,2010,women,NCAA,D1,Pablo,Duquesne University
142,Duquesne,A10,Atlantic 10,2002,women,NCAA,D1,Pablo,Duquesne University
142,Duquesne,A10,Atlantic 10,2014,women,NCAA,D1,Pablo,Duquesne University
164,Duquesne,A10,Atlantic 10,2012,women,NCAA,D1,Pablo,Duquesne University
175,Duquesne,A10,Atlantic 10,2011,women,NCAA,D1,Pablo,Duquesne University
176,Duquesne,A10,Atlantic 10,2003,women,NCAA,D1,Pablo,Duquesne University
179,Duquesne,A10,Atlantic 10,2015,women,NCAA,D1,Pablo,Duquesne University
180,Duquesne,A10,Atlantic 10,1999,women,NCAA,D1,Pablo,Duquesne University
180,Duquesne,A10,Atlantic 10,2005,women,NCAA,D1,Pablo,Duquesne University
180,Duquesne,A10,Atlantic 10,2009,women,NCAA,D1,Pablo,Duquesne University
181,Duquesne,A10,Atlantic 10,2004,women,NCAA,D1,Pablo,Duquesne University
185,Duquesne,A10,Atlantic 10,2016,women,NCAA,D1,Pablo,Duquesne University
206,Duquesne,A10,Atlantic 10,2000,women,NCAA,D1,Pablo,Duquesne University
209,Duquesne,A10,Atlantic 10,2007,women,NCAA,D1,Pablo,Duquesne University
210,Duquesne,A10,Atlantic 10,2006,women,NCAA,D1,Pablo,Duquesne University
211,Duquesne,A10,Atlantic 10,2017,women,NCAA,D1,Pablo,Duquesne University
228,Duquesne,A10,Atlantic 10,2008,women,NCAA,D1,Pablo,Duquesne University
244,Duquesne,A10,Atlantic 10,2019,women,NCAA,D1,Pablo,Duquesne University
248,Duquesne,A10,Atlantic 10,2018,women,NCAA,D1,Pablo,Duquesne University
259,Duquesne,A10,Atlantic 10,2021,women,NCAA,D1,Pablo,Duquesne University
287,Duquesne,A10,Atlantic 10,2022,women,NCAA,D1,Pablo,Duquesne University
313,Duquesne,A10,Atlantic 10,2022,women,NCAA,D1,RPI,Duquesne University
,Duquesne,A10,Atlantic 10,2020,women,NCAA,D1,Pablo,Duquesne University
147,Fordham,A10,Atlantic 10,2005,women,NCAA,D1,Pablo,Fordham University
169,Fordham,A10,Atlantic 10,2006,women,NCAA,D1,Pablo,Fordham University
184,Fordham,A10,Atlantic 10,2007,women,NCAA,D1,Pablo,Fordham University
188,Fordham,A10,Atlantic 10,2009,women,NCAA,D1,Pablo,Fordham University
196,Fordham,A10,Atlantic 10,2010,women,NCAA,D1,Pablo,Fordham University
198,Fordham,A10,Atlantic 10,2008,women,NCAA,D1,Pablo,Fordham University
203,Fordham,A10,Atlantic 10,1999,women,NCAA,D1,Pablo,Fordham University
204,Fordham,A10,Atlantic 10,2001,women,NCAA,D1,Pablo,Fordham University
206,Fordham,A10,Atlantic 10,2000,women,NCAA,D1,Pablo,Fordham University
211,Fordham,A10,Atlantic 10,2002,women,NCAA,D1,Pablo,Fordham University
